url,identifier,title,description,image,currency,cost,created,ended,impressions,language,exclude,interest,placement,residence,match,location,politics,multicultural affinity,industry,employer,clicks,facebook url,tag
https://mith.umd.edu/irads/api/items/7993,1076,Just because dads are the best friends.,Just because dads are the best friends.,https://mith.umd.edu/irads/files/original/87ca5b313b19981726bd4e5d96555b3b.png,RUB,500,2017-02-17T05:42:46-08:00,2017-02-18T05:42:46-08:00,81872,English (UK)|English (US),,Black nationalism|Pan-Africanism|Police misconduct|African—American culture|African—American Civil Rights Movement (1954—68)|African-American history|Black Consciousness Movement|Martin Luther King III|Stop Police Brutality|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,5921,https://www.facebook.com/BIacktivist-128371547505950/,Blacktivist|redacted
https://mith.umd.edu/irads/api/items/9354,1998,Our mission is to tell the bold truth ab…,Our mission is to tell the bold truth about racism. Join us! Black Lives Matter!,https://mith.umd.edu/irads/files/original/a34696526f892fcaa434dcb099359617.png,RUB,16510.75,2016-08-30T01:04:29-07:00,,80206,,Exclude people who like BM,Martin Luther King|African-American Civil Rights Movement (1954—68)|African-American history|Malcolm X,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,6125,https://www.facebook.com/blackmattersus.mvmnt/,Anger|black|blacklivesmatter|Fear|race|racial identities|Sadness|white
https://mith.umd.edu/irads/api/items/6777,101,Keeping eye on our brother's cases and m…,Keeping eye on our brother's cases and much more,https://mith.umd.edu/irads/files/original/bf4a6e95815422388a0c21ccaddd496a.png,RUB,23298.73,2015-07-13T07:20:58-07:00,,79112,English (UK)|English (US),Exclude people who like Black Matters,,News Feed on desktop computers|News Feed on mobile devices,,,"Atlanta (+20 km) Georgia|Maryland|Ferguson (+20 km), St. Louis (+20 km) Missouri|Virginia",,,,,5155,https://www.facebook.com/blackmattersus/,black|Black lives|blacklivesmatter|civil rights|crime|graduation|photograph|police brutality|race|racial tensions|red|Sadness|white
https://mith.umd.edu/irads/api/items/8124,2555,Ah indigenous woman will be running for …,"Ah indigenous woman will be running for president of Mexico in 2018. Mexico
hasn't have an indigenous president since Benito Juarez and that was over
130 years ago. The indigenous communities that are part of the National
Indigenous Congress decided to struggle collectively, for another way of
doing politics and for the right to live. I hope her policy will be the opposite of
the US. policy, which does not spare its citizens and sends them to fight in

the Middle East to satisfy their political ambitions. Source: —",https://mith.umd.edu/irads/files/original/bb1781e61b666464bda095f5dbe925ec.png,RUB,1125.81,2017-05-25T07:05:44-07:00,2017-05-29T07:05:44-07:00,78307,,,Hispanic and latino americah culture|Mexico|Being Chicano|Mexican american culture|Hispanic culture|Latino culture|Latin hip hop|Chicano|Chicano Movement|Hispanidad|Mexican Pride|Lowrider|Chicano rap|La Raza,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,9591,https://www.facebook.com/brownunitedfront/,blue|Brown Power|common folks|foreign policy|gender|green|indigenous|photograph|race|racial identities|red|redacted|Surprise|text|voting
https://mith.umd.edu/irads/api/items/7390,24,TAG YOUR PHOTOS WITH #TXagainst Send us …,"TAG YOUR PHOTOS WITH #TXagainst Send us the reason why don't you
want illegals in Texas.
Comments, photos, and videos are welcomed!",https://mith.umd.edu/irads/files/original/2de69b7b602613516b2e986ff0775463.png,RUB,6618.25,2016-04-20T00:07:11-07:00,,77759,English (US),,Independence|Patriotism,Instagram Feed,,,,,,,,9,https://www.facebook.com/GovSpending-1651761351759857/,Anger|foreign policy|illegals|immigration|infestation|Instagram|non-partisan|racial identities|racial tensions|rebeltexas|redacted
https://mith.umd.edu/irads/api/items/7483,71,Breaking news and analysis on the life o…,"Breaking news and analysis on the life of African American community in the
US! Independent News For Black Amrican community Black Matters Black
Matters",https://mith.umd.edu/irads/files/original/746249d057ea0d594c90be80e9aabc5e.png,RUB,6691.62,2016-03-10T06:26:39-08:00,,77530,English (UK)|English (US),,Martin Luther King|Behaviors: African American (US),News Feed on desktop computers|Third-party Apps and Websites on mobile devices|News Feed on mobile devices,,,,,,,,2317,httpszllblackmattersus.com/,Anger|black|Black Matters|Joy|non-partisan|race|racial identities|racial tensions|red|text|white
https://mith.umd.edu/irads/api/items/8666,1025,"Whenever I watch it, I smile each time. …","Whenever I watch it, I smile each time. Thanks for your positivity,

—Whenever I watch it, I smile each time. Thanks for your

posit... www.facebook.com",https://mith.umd.edu/irads/files/original/74e2cba0fa498d5522a89e7d57dc6e49.png,RUB,1102,2017-03-09T02:47:28-08:00,2017-03-11T02:47:28-08:00,77424,English (UK)|English (US),,Black nationalism|Pan-Africanism|Police misconduct|African-American culture|African-American Civil Rights Movement (1954—68)|African-American history|Black Consciousness Movement|Martin Luther King III|Stop Police Brutality|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,7711,https://www.facebook.com/Blacktivist-128371547505950/,black|Blacktivist|brown|common folks|Joy|race|redacted|video|yellow
https://mith.umd.edu/irads/api/items/9402,1150,Black Lives Matters! Say it loud. I'm bl…,Black Lives Matters! Say it loud. I'm black and I'm proud!,https://mith.umd.edu/irads/files/original/c1c6bb2aead7024c87667cdc10e7f792.png,RUB,56077.65,2015-10-13T02:03:35-07:00,,76981,English (UK)|English (US),Exclude people who like Blacktivist,Humanitarianism|Human rights|Humanitarian aid,News Feed on desktop computers|News Feed on mobile devices,,,"Atlanta (+25 mi) Georgia|New Orleans (+50 mi) Louisiana|Baltimore (+50 mi), Oakland (+50 mi) Maryland|Ferguson (+50 mi), St. Louis (+50 mi) Missouri|Milwaukee (+25 mi) Wisconsin",,,,,4482,https://www.facebook.com/blacktivists/,black|blacklivesmatter|empowerment|illustration|justice|race|racial identities|red|white
https://mith.umd.edu/irads/api/items/7645,97,Get breaking news and analysis on the li…,"Get breaking news and analysis on the life of African American community in
the US. Black Matters Black Matters This Is What Being “Confident In Ones
Blackness” Means To Some White Conservatives Black Matters Life
Expectancy For Black Americans Increase Black Matters Police Brutality
Videos Change How Black Men Live Black Matters",https://mith.umd.edu/irads/files/original/4c3f0d18cfd9d3a2002d9ce36cf9b5a2.png,RUB,5241.6,2016-05-10T07:26:47-07:00,,74257,English (UK)|English (US),,,News Feed on desktop computers|Third-party Apps and Websites on mobile devices|News Feed on mobile devices,,,,,,,,2603,httpszllblackmattersus.com/,Anger|Black Matters|blue|famous person|photograph|racial identities|racial tensions|redacted|white|yellow
https://mith.umd.edu/irads/api/items/8032,941,The three-time Emmy-winning Choreographe…,"The three-time Emmy-winning Choreographer, actress, executive producer of
Grey‘s Anatomy Debbie Allen is 67-years-old and she is still teaching dance
Classes. The three-time Emmy-winning Choreographer, actress, executive",https://mith.umd.edu/irads/files/original/15729175588af08d7f1c8de44e26eec9.png,RUB,400,2017-05-21T07:26:28-07:00,2017-05-22T07:26:28-07:00,73179,English (UK)|English (US),,Pan-Africanism|African-American Civil Rights Movement (1954—68)|African-American history|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,8950,https://www.facebook.com/blacktivists/,black|Blacktivist|famous person|gender|Joy|race|racial identities|video|white
https://mith.umd.edu/irads/api/items/7185,1666,USA Muslims united,"USA Muslims united
977')? 9777') 77777779 7977???",https://mith.umd.edu/irads/files/original/9320fd3343a227c40f8955d9c5a1a42e.png,RUB,51193.05,2015-12-18T03:55:37-08:00,,73077,English (UK)|Arabic|English (US),Exclude people who like United Muslims of America,Zaid Shakir|Muslims for America|Abu Eesa Niamatullah,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,3063,https://www.facebook.com/MuslimAmerica/,blue|illustration|Joy|national monuments|racial identities|red|religion|sacred|U.S. Flag|white
https://mith.umd.edu/irads/api/items/7977,2716,Straight up,Straight up,https://mith.umd.edu/irads/files/original/c24e9cb022eafb47faf35f3efb561038.png,RUB,800,2017-02-17T00:22:34-08:00,2017-02-18T00:22:34-08:00,72428,,,Mexico|Latin hip hop|Chicano Movement|Hispanidad|Lowrider|Chicano rap|La Raza,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,9255,https://www.facebook.com/brownunitedfront/,Anger|brown|Brown Power|green|immigration|invader|Love|meme|race
https://mith.umd.edu/irads/api/items/6911,1964,Hot Chicks. Dank memes. Dope stuff.,Hot Chicks. Dank memes. Dope stuff.,https://mith.umd.edu/irads/files/original/83507d678c7b72e99d503f83c80a0d1d.png,RUB,10697.29,2016-10-14T05:09:53-07:00,,72197,English (UK)|English (US),Exclude people who like Memopolis,Internet meme|BuzzFeed|Meme|Humour|Funny Pics|9GAG,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,3116,https://www.facebook.com/Memopolis-450474615151098/,black|Humor|meme|Memopolis|red|woke|wut
https://mith.umd.edu/irads/api/items/7445,1177,"Join event, don't stay indifferent! New …","Join event, don't stay indifferent! New Sandra Bland! We need justice. Come
and support. India Cummings. SayHerName",https://mith.umd.edu/irads/files/original/5f66ad275e134f598a0fc2f1878d903d.png,RUB,14000,2016-03-24T07:34:32-07:00,,70777,English (UK)|English (US),Exclude people who are going to India Cummings. SayHerName,,News Feed on desktop computers|News Feed on mobile devices,,,Buffalo (+10 mi) New York,,,,,2496,https://www.facebook.com/events/607910082706490/,Anger|black|Blacktivist|equality|green|illustration|Joy|race|racial tensions|white
